concept_id,reading,category,voice,test_type,verdict,n,diff,ci_lo,ci_hi,p,q_bh,holm,verified,deepdive_label,summary,result_path,script
stop-size-reduction,b,risk,own,untestable,UNTESTABLE,0,,,,,,,,,"Reading B (keep the stop, cut position size) is untestable: it is sizing arithmetic. It changes dollars per trade, not R, so it is identical to the baseline in any R-based test.",concept_campaign/results/stop-size-reduction__b.json,concept_campaign/tests/risk_own_01a/stop-size-reduction.py
strat-actionable-signals,,entry,guest,trade,NULL,9569,-0.00259164,-0.0194131,0.0130763,0.7545,0.9182,keep,,,"Pooled the five spoken 1h STRAT reversals (2-2, 1-2-2, 3-2-2, 2-1-2, 3-1-2), entered on the M1 trigger through the prior bar's extreme with day-candle timeframe continuity. Target = opposite extreme of the bar before P, stop = other side of P, 10h hold. Result -0.003R vs control, powered (MDE 0.023), so NULL.",concept_campaign/results/strat-actionable-signals.json,concept_campaign/tests/entry_guest_02b/strat-actionable-signals.py
strat-candle-taxonomy,,structure,guest,trade,UNDERPOWERED,43789,0.00314773,-0.00721049,0.0140393,0.5615,0.8011,keep,,,"The taxonomy is definitional, so only 'a 2 is trending' was scored. Trade every closed 1h 2 in its direction, stop at its opposite extreme, 1R, 10h hold. Result +0.003R, CI [-0.007, +0.014].",concept_campaign/results/strat-candle-taxonomy.json,concept_campaign/tests/structure_guest_01b/strat-candle-taxonomy.py
strat-inside-bar,,structure,guest,trade,NULL,367,0.0535835,-0.010341,0.12025,0.1077,0.374,keep,,,"Daily inside bar, traded on the next day's first M1 break. Target the mother bar's extreme, stop the inside bar's far side, one-day hold on bars. Result +0.054R vs control, CI [-0.010, +0.120]. Powered (MDE 0.093), so NULL.",concept_campaign/results/strat-inside-bar.json,concept_campaign/tests/structure_guest_01a/strat-inside-bar.py
strat-outside-bar,,structure,guest,trade,UNDERPOWERED,160,-0.092032,-0.329014,0.165647,0.4658,0.7413,keep,,,"Weekly outside bar: last week's high or low taken on Monday or Tuesday, then a counter 1h CISD. Target the other side of last week, stop the week's extreme, hold to the week's close. Result -0.09R, CI [-0.33, +0.17]. Only 160 weeks, so underpowered. Re-run on hold_basis=bars per trap 7.",concept_campaign/results/strat-outside-bar.json,concept_campaign/tests/structure_guest_01a/strat-outside-bar.py
strat-pivot-targets,,liquidity,guest,rate,UNDERPOWERED,119,-0.0436975,-0.129412,0.0437395,0.3225,0.6368,keep,,,"Daily inside-bar breakouts that closed beyond the inside bar, targeting the nearest untaken high/low among the 10 prior candles within 5 sessions. Hit rate 72.3% vs geometry-matched null 76.6%. Only 119 events and MDE 0.124, so UNDERPOWERED.",concept_campaign/results/strat-pivot-targets.json,concept_campaign/tests/liquidity_guest_01b/strat-pivot-targets.py
strat-scalping-hour-two-filter,a,time,guest,gate,NEGATIVE,38886,-0.0435826,-0.0611941,-0.0267391,7.109e-07,1.919e-05,reject,,,"Live reading on 5m bare CISD: the in-progress hour is a 2 in the trade's direction, against hours that are a 1 (inside). The gated trades did 0.044R worse, [-0.061, -0.027], and both halves are negative. Waiting for the hour to be a 2 means buying after the extension.",concept_campaign/results/strat-scalping-hour-two-filter__a.json,concept_campaign/tests/time_guest_01c/strat-scalping-hour-two-filter.py
strat-scalping-hour-two-filter,b,time,guest,gate,NULL,34446,-0.0124107,-0.035017,0.0102749,0.2828,0.6018,keep,,,"Confirmed-at-close reading: the last completed hour is a 2 in the trade's direction, against a 1. Result -0.012R [-0.035, +0.010]. Powered NULL.",concept_campaign/results/strat-scalping-hour-two-filter__b.json,concept_campaign/tests/time_guest_01c/strat-scalping-hour-two-filter.py
strat-timeframe-continuity,,structure,guest,gate,UNDERPOWERED,1303,-0.077977,-0.183298,0.0293749,0.1506,0.4478,keep,,,"Gate on the 4h CISD rung-0 book (forex grid, 2R, 40h hold on bars): does the trade agree with the monthly candle's side of its open? With-continuity trades did worse, -0.078R, CI [-0.183, +0.029]. MDE 0.152, so underpowered.",concept_campaign/results/strat-timeframe-continuity.json,concept_campaign/tests/structure_guest_01a/strat-timeframe-continuity.py
strat-trigger-entry,,entry,own,trade,NULL,3236,-0.00459213,-0.0529689,0.045768,0.8553,0.961,keep,,,"Trade test. 15m setup: sweep, then a close through structure, then an FVG, then a tap of the FVG. Trigger: a 5m Strat break of the previous 5m candle's extreme; stop at the trigger candles' extreme, 2R, 50 min. Result -0.005R [-0.053, +0.046]: powered NULL (MDE 0.071).",concept_campaign/results/strat-trigger-entry.json,concept_campaign/tests/entry_own_04b/strat-trigger-entry.py
strat-two-two-reversal,,structure,own,gate,NULL,6141,-0.00921605,-0.0450908,0.0279525,0.6209,0.833,keep,,,"15m 2-2 reversals (stop at the 2down/2up extreme, 2R), gated on a preceding liquidity run (the reversal bar first undercuts the latest confirmed 2/2 swing). Gated vs ungated -0.009R, powered NULL. Side note: the ungated complement beat its own control by +0.027R (p=2e-5), which is not what the concept claims.",concept_campaign/results/strat-two-two-reversal.json,concept_campaign/tests/structure_own_05b/strat-two-two-reversal.py
structure-requires-htf-context,a,structure,own,gate,NULL,18053,0.00131865,-0.0253116,0.0295546,0.9249,0.9709,keep,,,5m bare CISD on days whose prior daily candle was a C2/C3 closure. Gate = the CISD agrees with that daily closure's direction. Powered NULL (+0.001R).,concept_campaign/results/structure-requires-htf-context__a.json,concept_campaign/tests/structure_own_03a/structure-requires-htf-context.py
structure-requires-htf-context,b,structure,own,gate,NULL,8823,-0.0227907,-0.0472988,0.00175335,0.06856,0.3069,keep,,,"5m bare CISD whose close sits inside an opposing, still-open 1h FVG (the 'retracement into an HTF PD array' reading), claim '-'. Point estimate -0.023R, in the claimed direction, but the CI includes 0. Powered NULL.",concept_campaign/results/structure-requires-htf-context__b.json,concept_campaign/tests/structure_own_03a/structure-requires-htf-context.py
stuck-inside-no-trade,,risk,guest,gate,NULL,4513,-0.00290423,-0.0580297,0.0502295,0.9163,0.9709,keep,,,"Gate on the 1h CISD book: allowed only once the current trading day has taken the previous day's high or low (a daily Strat '1' is not yet resolved). -0.003R [-0.058, +0.050], NULL and powered.",concept_campaign/results/stuck-inside-no-trade.json,concept_campaign/tests/risk_guest_02b/stuck-inside-no-trade.py
stuck-orderflow,a,structure,guest,gate,NULL,1475,0.0197283,-0.0453483,0.0917551,0.5727,0.8029,keep,,,No-trade rule tested as a gate (claim '-') on the rung-0 1h CISD book. Stuck = price between an active bullish daily FVG below and an active bearish daily FVG above. Stuck trades did not do worse (+0.020R). Powered NULL.,concept_campaign/results/stuck-orderflow__a.json,concept_campaign/tests/structure_guest_02b/stuck-orderflow.py
stuck-orderflow,b,structure,guest,trade,UNDERPOWERED,148,0.0196445,-0.187653,0.250831,0.8606,0.9632,keep,,,"Resolution trigger tested as a trade: a daily close through the upper or lower array after a stuck state, entered at the next open with the stop at the array's far side, 2R, 120h hold. Only 148 trades, MDE 0.31: UNDERPOWERED.",concept_campaign/results/stuck-orderflow__b.json,concept_campaign/tests/structure_guest_02b/stuck-orderflow.py
swing-forming-candle-selection,a,structure,own,gate,NULL,28452,-0.0161836,-0.0535959,0.0226704,0.4055,0.7037,keep,,,"Gate on the 15m bare CISD: does the strict trigger also clear the whole-move level (the 'ignore small candles, take the whole move' reading)? The gate passed on 87% of triggers. Powered NULL.",concept_campaign/results/swing-forming-candle-selection__a.json,concept_campaign/tests/structure_own_03a/swing-forming-candle-selection.py
swing-forming-candle-selection,b,structure,own,gate,NULL,10691,0.00326731,-0.0226932,0.030128,0.8084,0.9363,keep,,,Gate on the 15m bare CISD: does the first candle of the opposing series form a strict 3-bar swing (the 'skip a non-swing candle' reading)? Powered NULL.,concept_campaign/results/swing-forming-candle-selection__b.json,concept_campaign/tests/structure_own_03a/swing-forming-candle-selection.py
swing-point,a,structure,own,trade,UNDERPOWERED,28363,-0.000900372,-0.0166574,0.0159241,0.9137,0.9709,keep,,,"1h: every strict 3-bar swing traded as a reversal at its confirmation, stop at the swing extreme, 2R, 10h. diff about 0. Labelled UNDERPOWERED rather than NULL because 23% of control draws overlap the concept's own trades (the r2 attenuation rule).",concept_campaign/results/swing-point__a.json,concept_campaign/tests/structure_own_03a/swing-point.py
swing-point,b,structure,own,trade,NULL,13868,0.0166854,-0.0062674,0.0380272,0.1398,0.4329,keep,,,"1h: only 'genuine' swings, i.e. those that take out the last confirmed same-side swing, traded as reversals. Powered NULL (+0.017R).",concept_campaign/results/swing-point__b.json,concept_campaign/tests/structure_own_03a/swing-point.py
swing-point-above-fvg,,structure,guest,gate,UNDERPOWERED,762,0.0491751,-0.0895712,0.190378,0.4911,0.759,keep,,,"Book: first-touch 1h FVG entries (stop at the far edge, 2R). Gate: a confirmed 1h swing point within 0.5 ATR just outside the gap, swept by the touch, against isolated gaps. Diff +0.049R, MDE 0.20: UNDERPOWERED.",concept_campaign/results/swing-point-above-fvg.json,concept_campaign/tests/structure_guest_02b/swing-point-above-fvg.py
swing-point-stop-hunt,,liquidity,guest,gate,NULL,10299,0.0199291,-0.00258454,0.0447717,0.09902,0.3624,keep,,,"Gate on the 5m bare-CISD baseline (98,346 trades, 2R, 50 min hold). Gate: the CISD extreme ran a 3-candle 5m swing (within 12 bars) into an unfilled 1H FVG (within 24h); it fired on 10.5%. Gated minus complement = +0.020R, CI [-0.003, +0.045]. Powered NULL (MDE 0.034).",concept_campaign/results/swing-point-stop-hunt.json,concept_campaign/tests/liquidity_guest_01b/swing-point-stop-hunt.py
t-spot,a,entry,own,rate,NULL,3899,0.0064632,-0.00990126,0.0228777,0.4396,0.7269,keep,,,"T-spot read as the C2 equilibrium (4h C2 with a 15m CISD). The rate at which C3 trades beyond the equilibrium is 63.4%, against 62.7% for a matched null (same distance and bars). Diff +0.006 [-0.010, +0.023]. Powered null.",concept_campaign/results/t-spot__a.json,concept_campaign/tests/entry_own_01b/t-spot.py
t-spot,b,entry,own,rate,NULL,4819,-0.0112886,-0.0268116,0.00465034,0.1596,0.4521,keep,,,"T-spot read as the overlap of 0.5 of the C2 wick and 0.5 of the CISD series bodies, using the band's deeper edge. C3 trades beyond it 44.2% of the time, against 45.3% for the matched null. Diff -0.011 [-0.027, +0.005]. Powered null.",concept_campaign/results/t-spot__b.json,concept_campaign/tests/entry_own_01b/t-spot.py
t1-t2-partial-system,,risk,guest,trade,UNDERPOWERED,1134,0.032116,-0.0705037,0.132108,0.5344,0.7825,keep,,,"Scored the post-T1 runner leg of 1h CISD trades that reached T1 before the stop: stop moved to break-even at entry, T2 = prior-day high/low beyond T1, 10h hold. Vs a matched random control: +0.032R [-0.071, +0.132]. MDE 0.145 misses the 0.10 threshold, so UNDERPOWERED.",concept_campaign/results/t1-t2-partial-system.json,concept_campaign/tests/risk_guest_02a/t1-t2-partial-system.py
target-consolidation-lows-not-fvgs,,liquidity,guest,rate,NULL,1987,-0.0141922,-0.0380574,0.0112758,0.2595,0.5743,keep,,,"After a 1H CISD reversal: is the nearest untaken consolidation low (4 bars within 1 ATR, inside a 72-bar leg) reached within one session? Hit rate 47.9% vs geometry-matched null 49.3%. Powered NULL (MDE 0.035).",concept_campaign/results/target-consolidation-lows-not-fvgs.json,concept_campaign/tests/liquidity_guest_01b/target-consolidation-lows-not-fvgs.py
target-liquidity-and-imbalances,a,risk,own,rate,NULL,22333,0.00597937,-8.39222e-05,0.0122574,0.05754,0.2721,keep,,,"5m relatively-equal highs/lows (within 0.10 ATR, 48 bars) are reached within 240 M1 bars 77.7% of the time vs 77.1% for an ATR-scaled distance-matched null. Powered NULL.",concept_campaign/results/target-liquidity-and-imbalances__a.json,concept_campaign/tests/risk_own_02b/target-liquidity-and-imbalances.py
target-liquidity-and-imbalances,b,risk,own,rate,EDGE,49990,0.0181065,0.0140459,0.022001,4.579e-19,1.978e-17,reject,refuted_faithfulness,,Refuted (faithfulness): non-FVG bars with matched geometry show almost the same lift - it is 'revisit the last bar's extreme'.,concept_campaign/results/target-liquidity-and-imbalances__b.json,concept_campaign/tests/risk_own_02b/target-liquidity-and-imbalances.py
ten-am-candle-alignment,a,time,own,rate,NULL,2508,-0.00103668,-0.0125997,0.0102891,0.8591,0.9632,keep,,,"The 10:00 deadline (claim '-'): when the 9:30 objective (nearer untaken previous-day extreme) is still unmet at 10:00, is it reached less often in 10:00-12:00 than a null at the same distance at 10:00 on another day? 8.0% vs 8.1%. Powered NULL: an unmet objective at 10:00 does not predict consolidation.",concept_campaign/results/ten-am-candle-alignment__a.json,concept_campaign/tests/time_own_01b/ten-am-candle-alignment.py
ten-am-candle-alignment,b,time,own,rate,NEGATIVE,8966,-0.0177783,-0.0285306,-0.00682523,0.001324,0.0208,keep,,,"Retracement at the 4H flip after an expansion candle (futures grid 22/02/06/10/14, the 18:00 flip excluded). Hit = price returns to the prior body's midpoint within 60 M1 bars; the null uses the same distance at the same NY clock on other days. 33.7% vs 35.5%;",concept_campaign/results/ten-am-candle-alignment__b.json,concept_campaign/tests/time_own_01b/ten-am-candle-alignment.py
tgif-setup,a,model,own,trade,UNTESTABLE,17,0.546629,0.190259,0.895118,0.002366,0.03297,keep,,,"Friday-reversal reading. Week extreme on Mon/Tue, Wed and Thu expansion, previous week's extreme hit by Thursday. Friday sweeps Thursday's extreme and a 1h CISD confirms, target a 25% weekly-range retracement. 26 events, 17 after target-behind-entry drops, below n=30, so UNTESTABLE. The +0.55R on n=17 means nothing.",concept_campaign/results/tgif-setup__a.json,concept_campaign/tests/model_own_03a/tgif-setup.py
tgif-setup,b,model,own,trade,UNTESTABLE,18,-0.0989327,-0.588755,0.434502,0.7047,0.8899,keep,,,"Thursday-reversal reading: Thursday is a counter daily C2 with an hourly CISD, short at the Friday open with a 25% retracement target. 72 events, but 54 had already reached the target by Thursday's close, leaving 18 trades. Below n=30, so UNTESTABLE.",concept_campaign/results/tgif-setup__b.json,concept_campaign/tests/model_own_03a/tgif-setup.py
three-candle-outcomes,,structure,own,rate,NEGATIVE,2717,-0.0178138,-0.0324623,-0.00272175,0.01888,0.1483,keep,,,"The three-way taxonomy is exhaustive by construction, so the test is of its use: are PDH and PDL the likely draws? The next session touches PDH or PDL 84.7% of the time, against 86.4% for levels at the same distances from random matched times.",concept_campaign/results/three-candle-outcomes.json,concept_campaign/tests/structure_own_05a/three-candle-outcomes.py
three-consecutive-closes-rule,,risk,guest,gate,UNDERPOWERED,7119,0.0624449,-0.0234159,0.14974,0.1575,0.4488,keep,,,"Gate on the 1h CISD book: block trades in the direction of a run of three or more same-direction daily candle bodies (11% blocked). +0.062R [-0.023, +0.150]. MDE 0.124, so UNDERPOWERED; the sign agrees with the claim.",concept_campaign/results/three-consecutive-closes-rule.json,concept_campaign/tests/risk_guest_02b/three-consecutive-closes-rule.py
three-daily-profiles,,model,guest,rate,NULL,1379,0.0100073,-0.0139231,0.0339376,0.4124,0.709,keep,,,"An expansion is 'anticipated' when daily order flow (daily closes against daily FVGs) is established and no consolidation trigger fires. The next day expands in that direction (body >= 0.5 ADR20) 21.5% of the time vs a 20.5% same-direction base rate within +/-30 days: +1.0pp, CI [-1.4, +3.4]pp. Powered, so NULL.",concept_campaign/results/three-daily-profiles.json,concept_campaign/tests/model_guest_01b/three-daily-profiles.py
three-drive-reversal-pattern,a,structure,guest,trade,NEGATIVE,244,-0.209005,-0.398967,-0.0158397,0.03248,0.1949,keep,,,"Reversal entry after the third close-back drive through the same 1h swing level (within 0.5 ATR), stop at the drives' extreme, 2R. Result -0.21R against the matched control, CI excludes 0 against the claim: NEGATIVE, p=0.03, small n. It is only a candidate until the multiplicity correction.",concept_campaign/results/three-drive-reversal-pattern__a.json,concept_campaign/tests/structure_guest_02b/three-drive-reversal-pattern.py
three-drive-reversal-pattern,b,structure,guest,gate,NEGATIVE,244,-0.180107,-0.359749,-0.00130953,0.04888,0.245,keep,,,"Third drive against first and second drives on the same levels, all 7,477 drive entries, clustered by level. The third drive does worse (-0.18R): borderline NEGATIVE. Its trades are the same ones as reading a, so the two readings are not independent.",concept_campaign/results/three-drive-reversal-pattern__b.json,concept_campaign/tests/structure_guest_02b/three-drive-reversal-pattern.py
three-entry-quality-criteria,,entry,own,gate,NULL,19763,0.0210245,-0.00667632,0.0456843,0.1155,0.3812,keep,,,"Gate test on the phase-3 15m CISD book. The gated arm meets at least 2 of the 3 criteria: PDH/PDL not yet taken, under half of the 5-day mean range used, entry within 0.25 of that range from the 18:00 open. Result +0.021R [-0.007, +0.046] against the 12,911 trades scoring 0 or 1. Powered, so NULL.",concept_campaign/results/three-entry-quality-criteria.json,concept_campaign/tests/entry_own_03a/three-entry-quality-criteria.py
three-pd-array-confluence,,entry,guest,gate,UNDERPOWERED,593,-0.0683041,-0.178892,0.0381897,0.2174,0.5219,keep,,,"Gate on the GB 0.7475 book: three or more arrays (level + unmitigated 15m/1h FVG, order block, 50% of the extreme wick) overlapping the 0.705-0.79 zone vs fewer. Fired on 594 of 6970 fills (8.5%). Result −0.068R, wrong sign, and UNDERPOWERED (MDE 0.155).",concept_campaign/results/three-pd-array-confluence.json,concept_campaign/tests/entry_guest_01a/three-pd-array-confluence.py
thursday-counter-week,a,model,own,trade,UNDERPOWERED,35,0.0499876,-0.324831,0.470636,0.8054,0.9362,keep,,,"Friday branch: Tue and Wed expand with no internal swing, then Thursday prints a daily C2 plus an hourly CISD; trade Friday toward the weekly open with the stop beyond Thursday's extreme. Only 35 weeks qualify, so the test is underpowered.",concept_campaign/results/thursday-counter-week__a.json,concept_campaign/tests/model_own_03b/thursday-counter-week.py
thursday-counter-week,b,model,own,trade,UNDERPOWERED,52,0.192404,-0.333782,0.801453,0.5065,0.7677,keep,,,"Thursday-intraday branch: enter at the first hourly CISD after Wednesday's extreme is swept, target the weekly open, hold to Friday's close. n=52, underpowered. Re-run once with hold_basis=bars per trap 7 because clock-run exposure differed by 18%.",concept_campaign/results/thursday-counter-week__b.json,concept_campaign/tests/model_own_03b/thursday-counter-week.py
time-based-exit,,risk,own,trade,UNDERPOWERED,10482,0.00842119,-0.0161847,0.0340892,0.5114,0.7691,keep,,,"At 2h into each forex-grid 4H candle whose running candle has a small wick (opp/body<=1.0), trade its direction with stop at the running extreme and hold to the 4H close (clock-matched control). The CI contains 0 (MDE 0.036), but 33% of control draws overlap real trades, so NULL is downgraded to UNDERPOWERED.",concept_campaign/results/time-based-exit.json,concept_campaign/tests/risk_own_02b/time-based-exit.py
time-based-exit-htf-close,a,time,own,trade,NULL,1822,-0.0213013,-0.0709736,0.024685,0.3827,0.6875,keep,,,"9:30 expansion ride: the 09:30 15m candle is a small-wick expansion candle (ratio <= 1.0). Enter at 09:45 in its direction, stop at its opposing extreme, target the untaken previous-day extreme, exit at 10:00; clock-fixed controls. Powered NULL, -0.021R.",concept_campaign/results/time-based-exit-htf-close__a.json,concept_campaign/tests/time_own_01b/time-based-exit-htf-close.py
time-based-exit-htf-close,b,time,own,gate,UNDERPOWERED,1822,0.0131157,-0.0891515,0.107015,0.7933,0.9299,keep,,,"Variant book: the same 9:30-expansion entries exited at 10:00 vs held to 12:00, with the same stop and target. +0.013R for the 10:00 exit, CI [-0.089, +0.107]. UNDERPOWERED (MDE 0.14).",concept_campaign/results/time-based-exit-htf-close__b.json,concept_campaign/tests/time_own_01b/time-based-exit-htf-close.py
timeframe-alignment,a,structure,own,gate,NULL,8070,0.0124496,-0.0150407,0.0396396,0.3721,0.6726,keep,,,"Baseline is the phase-3 rung-0 15m CISD. Gate: the in-progress 1D, 4H and 1H candles all support the trade by wick geometry (price beyond the open and opposing run <= body so far). NULL, powered.",concept_campaign/results/timeframe-alignment__a.json,concept_campaign/tests/structure_own_04a/timeframe-alignment.py
timeframe-alignment,b,structure,own,gate,NULL,18262,0.0237211,-0.0010395,0.0503331,0.07029,0.3096,keep,,,"Same 15m CISD baseline. Gate: 'all timeframes green', meaning price is beyond the open of the in-progress 1D, 4H and 1H candles in the trade direction. NULL, powered; the point estimate is +0.024R and the CI just touches 0.",concept_campaign/results/timeframe-alignment__b.json,concept_campaign/tests/structure_own_04a/timeframe-alignment.py
timeframe-alignment-ladder,,time,guest,gate,NULL,54104,-0.00648619,-0.0230873,0.0107574,0.4525,0.7335,keep,,,"Tag of the previous HTF bar's high or low, confirmed by a CISD on the LTF. Stop at the extreme, target at the opposite HTF extreme. $niper's paired LTF (1D->1h, 4h->15m, 1h->5m) vs one rung higher or lower: -0.006R [-0.023, +0.011], clustered by level. Powered NULL. The paired timeframe adds nothing.",concept_campaign/results/timeframe-alignment-ladder.json,concept_campaign/tests/time_guest_01a/timeframe-alignment-ladder.py
timeframe-alignment-pairs,a,model,own,gate,NULL,22326,-0.00965368,-0.0279944,0.00738223,0.2848,0.6035,keep,,,"Gate on the bare 5m CISD book: the last completed 1H candle is a C2 or C3 (reading A) closure in the entry's direction (the 1H -> 5m pair). Result: -0.010R, a powered null (MDE 0.025).",concept_campaign/results/timeframe-alignment-pairs__a.json,concept_campaign/tests/model_own_01b/timeframe-alignment-pairs.py
timeframe-alignment-pairs,b,model,own,gate,NULL,7110,-0.00569096,-0.0357478,0.0250501,0.7137,0.8921,keep,,,"Same test on the 4H (forex grid) -> 15m pair. Result: -0.006R, a powered null (MDE 0.043).",concept_campaign/results/timeframe-alignment-pairs__b.json,concept_campaign/tests/model_own_01b/timeframe-alignment-pairs.py
timeframe-continuity,,time,guest,gate,UNDERPOWERED,880,-0.0301513,-0.111366,0.0488283,0.4606,0.737,keep,,,"Gate on the phase-3 1h CISD book: month, week and day all coloured live in the trade's direction, and none of them an inside bar. The gate fired on 11% of trades (880). The difference was -0.03R with the CI spanning zero. MDE 0.114 exceeds 0.10, so the result is UNDERPOWERED.",concept_campaign/results/timeframe-continuity.json,concept_campaign/tests/time_guest_01b/timeframe-continuity.py
timeframe-decoupling,,time,guest,gate,NULL,93487,0.0258169,-0.0098166,0.0581515,0.1365,0.4281,keep,,,"Gate on the phase-3 5m CISD book, 50-minute hold. It compares signals decided after the 60m has decoupled from the 18:00 NY day open with those in the first hour (18:00-19:00, about 4.6% of trades). Powered NULL (MDE 0.049). Caveat: the first hour is also the post-halt reopen period.",concept_campaign/results/timeframe-decoupling.json,concept_campaign/tests/time_guest_01b/timeframe-decoupling.py
timeframe-pairing,a,time,own,gate,NULL,48905,0.0130565,-0.00292372,0.0293091,0.1123,0.3791,keep,,,"Alignment reading: a 5m CISD is gated when its direction matches the latest 1h CISD. Result +0.013R, CI contains 0, powered NULL (MDE 0.023).",concept_campaign/results/timeframe-pairing__a.json,concept_campaign/tests/time_own_02b/timeframe-pairing.py
timeframe-pairing,b,time,own,gate,NULL,41285,0.00302058,-0.0136071,0.0196287,0.7216,0.8958,keep,,,HTF-level reading: a 5m CISD is gated only after price has traded through the prior 1h bar's low or high within the last 60 min. Result: powered NULL.,concept_campaign/results/timeframe-pairing__b.json,concept_campaign/tests/time_own_02b/timeframe-pairing.py
top-down-analysis-procedure,a,model,own,gate,NULL,35881,0.00483563,-0.0131822,0.0219962,0.59,0.8125,keep,,,"Gate on the 5m CISD entry book: the entry direction agrees with the daily bias from the previous-candle engine on the last completed day. Result: +0.005R, a powered null (MDE 0.025).",concept_campaign/results/top-down-analysis-procedure__a.json,concept_campaign/tests/model_own_01b/top-down-analysis-procedure.py
top-down-analysis-procedure,b,model,own,gate,NULL,11746,0.0145172,-0.00747592,0.0362707,0.1933,0.4987,keep,,,"Full Daily -> 1H -> 5m ladder: the daily bias agrees with the entry and the 5m setup's swept extreme took out the previous completed 1H candle's low or high (the hourly POI). Result: +0.015R, a powered null (MDE 0.031).",concept_campaign/results/top-down-analysis-procedure__b.json,concept_campaign/tests/model_own_01b/top-down-analysis-procedure.py
trade-away-from-manipulation,,structure,guest,gate,NEGATIVE,8384,-0.0303121,-0.0575145,-0.00165126,0.03342,0.196,keep,,,"Book: rung-0 15m CISD. Gate: the turn's extreme swept the most recent confirmed 1h swing (manipulation) against a turn that left it intact (failure swing). Swept turns do slightly worse (-0.030R): borderline NEGATIVE, powered.",concept_campaign/results/trade-away-from-manipulation.json,concept_campaign/tests/structure_guest_02b/trade-away-from-manipulation.py
trade-frequency-baseline,,risk,own,gate,UNDERPOWERED,1084,0.0308432,-0.0653095,0.130241,0.5364,0.7842,keep,,,"4h rung-0 CISD book (~3.9 signals a week, near his cadence), first two signals of the week vs the 3rd and later: +0.031R, MDE 0.14 > 0.10, so UNDERPOWERED; the halves disagree. Day of week is confounded with the rule by construction. Descriptively, the 1D CISD fires 35 times a year vs his 6-8 swing setups.",concept_campaign/results/trade-frequency-baseline.json,concept_campaign/tests/risk_own_01b/trade-frequency-baseline.py
trade-frequency-under-two-per-day,,risk,guest,untestable,UNTESTABLE,0,,,,,,,,,"The guest describes about 8 trades a week as what his discretionary MMXM model on indices and BTC happens to produce, and says outright it is not an enforced cap. There is no decision rule to put on a gold book, and a cap test would test a claim he does not make.",concept_campaign/results/trade-frequency-under-two-per-day.json,concept_campaign/tests/risk_guest_01a/trade-frequency-under-two-per-day.py
trading-window,,time,own,gate,NULL,11328,0.00844733,-0.015369,0.0315237,0.4801,0.7528,keep,,,"Gate on a phase-3 bare 5m CISD book (50-minute hold). Gate: decision inside 08:00-10:30 NY, compared with the rest of the day. The control-adjusted difference is +0.008R, so the window has no effect. Powered (MDE 0.034). The 'ranging morning -> downgrade' clause is not quantified in the corpus and was not tested.",concept_campaign/results/trading-window.json,concept_campaign/tests/time_own_02a/trading-window.py
trading-without-structure-shift,a,entry,own,trade,EDGE,2606,0.0805583,0.0301836,0.131776,0.001882,0.02755,keep,refuted_both,,Refuted (both): an unusually bad locked-seed control draw (3.8 SD) and block B2 only; the independent build is NULL.,concept_campaign/results/trading-without-structure-shift__a.json,concept_campaign/tests/entry_own_04b/trading-without-structure-shift.py
trading-without-structure-shift,b,entry,own,trade,NULL,16010,0.0137842,-0.00878554,0.0377235,0.2453,0.5667,keep,,,"Trade test of the guest reading (Finessee_Fx): no structure break is used. Bias = the latest respected 1h CISD block, held until a 1h close violates it. Entry: first touch of the near edge of a 15m FVG in the bias direction; stop at the anchor's protected swing; 2R; 10h; clustered by anchor.",concept_campaign/results/trading-without-structure-shift__b.json,concept_campaign/tests/entry_own_04b/trading-without-structure-shift.py
tradingview-chart-workspace,,model,own,untestable,UNTESTABLE,0,,,,,,,,,"TradingView workspace and display configuration. It makes no claim about price, and the only data-relevant settings (NY time with DST, full session, continuous contract) are already fixed in the harness.",concept_campaign/results/tradingview-chart-workspace.json,concept_campaign/tests/model_own_04a/tradingview-chart-workspace.py
trail-market-structure-swings,,risk,own,trade,UNDERPOWERED,6648,0.0880064,-0.0482676,0.232945,0.2199,0.5263,keep,,,"Scored at the stop move (same design as the earlier no-stop-change and t1-t2 tests): 1h CISD trade, a 2m close over the prior 2m swing high, then the first 2m higher low becomes the stop, keeping the original 2R target and the rest of the 10h.",concept_campaign/results/trail-market-structure-swings.json,concept_campaign/tests/risk_own_02b/trail-market-structure-swings.py
trailing-stop-opposing-candles,a,risk,own,trade,NULL,15848,0.00139111,-0.0207527,0.0241517,0.9033,0.9709,keep,,,"30m rung-0 CISD with the stop at 50% of the opposing-candle series and a 2R target vs a matched random control: +0.001R, a powered zero. Price does not respect the half level more than random.",concept_campaign/results/trailing-stop-opposing-candles__a.json,concept_campaign/tests/risk_own_01b/trailing-stop-opposing-candles.py
trailing-stop-opposing-candles,b,risk,own,trade,NULL,20249,-0.0146622,-0.0328304,0.00373436,0.116,0.3812,keep,,,"Mechanical trail events inside open 15m CISD positions (stop moved to each new opposing candle's extreme, clustered by parent) vs a random stop at the same distance: -0.015R, NULL. The trailed levels do not hold better than random ones.",concept_campaign/results/trailing-stop-opposing-candles__b.json,concept_campaign/tests/risk_own_01b/trailing-stop-opposing-candles.py
